number,title,description
Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.8.1 Proportion of countries adopting relevant national legislation and adequately resourcing the prevention or control of invasive alien species
Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.9.1 Progress towards national targets established in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011–2020
Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a.1 Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems
Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b.1 Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems
Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.c.1 Proportion of traded wildlife that was poached or illicitly trafficked
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.1.1 Number of victims of intentional homicide per 100,000 population, by sex and age"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.1.2 Conflict-related deaths per 100,000 population, by sex, age and cause"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.1.3 Proportion of population subjected to physical, psychological or sexual violence in the previous 12 months"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1.4 Proportion of population that feel safe walking alone around the area they live
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2.1 Proportion of children aged 1–17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2.2 Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2.3 Proportion of young women and men aged 18–29 years who experienced sexual violence by age 18
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3.1 Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3.2 Unsentenced detainees as a proportion of overall prison population
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.4.1 Total value of inward and outward illicit financial flows (in current United States dollars)
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.4.2 Proportion of seized, found or surrendered arms whose illicit origin or context has been traced or established by a competent authority in line with international instruments"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5.1 Proportion of persons who had at least one contact with a public official and who paid a bribe to a public official, or were asked for a bribe by those public officials, during the previous 12 months"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5.2 Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.6.1 Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar)"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.6.2 Proportion of population satisfied with their last experience of public services
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.7.1 Proportions of positions (by sex, age, persons with disabilities and population groups) in public institutions (national and local legislatures, public service, and judiciary) compared to national distributions"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.7.2 Proportion of population who believe decision-making is inclusive and responsive, by sex, age, disability and population group"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.8.1 Proportion of members and voting rights of developing countries in international organizations
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9.1 Proportion of children under 5 years of age whose births have been registered with a civil authority, by age"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10.1 Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10.2 Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.a.1 Existence of independent national human rights institutions in compliance with the Paris Principles
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.b.1 Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.1.1 Total government revenue as a proportion of GDP, by source"
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1.2 Proportion of domestic budget funded by domestic taxes
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.2.1 Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)"
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.3.1 Foreign direct investment (FDI), official development assistance and South-South cooperation as a proportion of total domestic budget"
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.3.2 Volume of remittances (in United States dollars) as a proportion of total GDP
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.4.1 Debt service as a proportion of exports of goods and services
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.5.1 Number of countries that adopt and implement investment promotion regimes for least developed countries
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.6.1 Number of science and/or technology cooperation agreements and programmes between countries, by type of cooperation"
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.6.2 Fixed Internet broadband subscriptions per 100 inhabitants, by speed"
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.7.1 Total amount of approved funding for developing countries to promote the development, transfer, dissemination and diffusion of environmentally sound technologies"
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.8.1 Proportion of individuals using the Internet
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.9.1 Dollar value of financial and technical assistance (including through North-South, South?South and triangular cooperation) committed to developing countries"
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.10.1 Worldwide weighted tariff-average
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.11.1 Developing countries’ and least developed countries’ share of global exports
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.12.1 Average tariffs faced by developing countries, least developed countries and small island developing States"
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.13.1 Macroeconomic Dashboard
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.14.1 Number of countries with mechanisms in place to enhance policy coherence of sustainable development
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15.1 Extent of use of country-owned results frameworks and planning tools by providers of development cooperation
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.16.1 Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.17.1 Amount of United States dollars committed to public-private and civil society partnerships
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.18.1 Proportion of sustainable development indicators produced at the national level with full disaggregation when relevant to the target, in accordance with the Fundamental Principles of Official Statistics"
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.18.2 Number of countries that have national statistical legislation that complies with the Fundamental Principles of Official Statistics
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.18.3 Number of countries with a national statistical plan that is fully funded and under implementation, by source of funding"
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19.1 Dollar value of all resources made available to strengthen statistical capacity in developing countries
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.19.2 Proportion of countries that (a) have conducted at least one population and housing census in the last 10 years; and (b) have achieved 100 per cent birth registration and 80 per cent death registration
Theme 1,Fiscal Policy," fiscal policy refers to government actions involving its revenue, expenditures, transfers
 and financing. in this regard, the main activities involve changes in the level and composition of taxation, non-tax
 revenues, public spending, and public borrowing (including policy analyses and strategy formulation). the way a
 government manages its budget and borrowing affects growth, income distribution, and macroeconomic stability
 in a country.
 "
Theme 2,Fiscal Sustainability," programs aimed at ensuring its current spending and revenue
                                   decisions do not lead to growing debt levels that could threaten the government’s
                                   solvency. fiscal sustainability refers to a government’s capacity to service debt,
                                   to maintain the current revenue and spending policies to support inclusive growth
                                   and poverty alleviation over the medium-to long-term.
   fiscal sustainability 
                                   "
Theme 3,Public Expenditure Policy," policies and programs that that focus on the level, composition,
                          efficiency, equity and effectiveness of public spending expenditure at national and
                          subnational levels of government and its economic and poverty impacts, including
                          on the bottom 40% of a country’s population.
public expenditure policy "
Theme 4,Debt Policy," debt policies are legal provisions, regulations, and restrictions for
                          debt issuance processes of general and local governments. they aim to preserve
                          the government’s ability to service its debts over time without resorting to
                          extreme tax distortion and inflationary or costly borrowing from domestic or
                          foreign financing sources. they cover activities that change the maturity, currency
   debt policy 
                          composition of public and publicly guaranteed debt (external and domestic), the
                          issuance of new debt, the management of the existing debt portfolio, and the
                          compliance of debt management activities with primary and secondary legislation.
                                               2
                             "
Theme 5,Tax Policy," tax policy refers to a government’s ability to design and make
                            operational a country’s tax system in consistency with revenue generation,
                            efficiency (technical and administrative) and equity principles of taxation. it
                            includes activities that influence the tax architecture, tax instruments, tax rates and
                            coverage, changes in the tax base (including tax incentives), and tax compliance,
                            including behavioral responses. international tax policy issues also include
                            spillovers across countries, profit shifting and tax base erosion, and transfer
                            pricing.
    tax policy 
                            "
Theme 6,Subnational Fiscal Policies," activities that change sub-national tax and revenue policies,
                            subnational borrowing (levels, composition, economic and poverty impacts).
                            such policies by sub-nationals that pose fiscal risks to central government
                            (directly or indirectly).
subnational fiscal policies
                            "
Theme 7,Macro-financial policies," policies that focus on the interaction and spillovers between macroeconomic conditions (both domestic
and external) and the domestic financial sector; including domestic and external financial liberalization.
"
Theme 8,External Finance," analyses and supporting macroeconomic policies aimed at ensuring
                               orderly conditions in external finance and cross-border flows.
                               "
Theme 9,Monetary and Credit Policies," programs looking into monetary, credit and interest rate, and exchange
                         rate policies and their interaction with the financial and real sectors.
                         "
Theme 10,Macroeconomic Resilience," programs that analyze and policies that address the vulnerability of the
                         domestic economy to external and domestic shocks, taking into account spillovers
                         between global conditions, the domestic macro economy and the domestic financial
                         sector.
macroeconomic resilience
                    "
Theme 11,Economic Growth and Planning," programs that focus on the determinants of sustainable economic growth, links between growth and
poverty reduction, and policy modeling.
"
Theme 12,Inclusive Growth," programs and analyses that look into whether or not all segments of
                              society – rich and poor, male and female, young and old – get equal opportunities
                              to participate in a country’s growth process and benefit from it.
                                                    6
                           "
Theme 13,Structural Transformation and Economic Diversification," programs aimed at assisting countries to (a) diversify economic
                          activities for strong and sustainable growth; and (b) gradually move away from low
                          productivity activities to higher ones.
structural transformation
                          "
Theme 14,Green Growth," programs that analyze the growth process that is clean (reduced
                          pollution), green (sustainable use of natural resources), and resilient (reduced
                          vulnerability to extreme events and climate change).
                          "
Theme 15,Spatial Growth," programs that analyze the spatial dimension of economic growth
                     including work related to economic geography, that is, where economic growth
                     occurs and why
                     "
Theme 16,Macroeconomic & Structural Policy Modelling," development for client governments of advanced macro-structural and
                            cge models suitable for economic forecasting and simulation, including the in depth
                            analysis of the potential impacts of alternative policy or external development
                            scenarios.
                             "
Theme 17,"Migration, Remittances and Diaspora Engagement"," wbg activities relating to migration, remittances and diaspora
                            engagements in sending and receiving countries. they include monitoring migration
                            and remittances trends globally and at the country level, analytical work on drivers
                            and impacts of internal and international migration, benefits and costs of migration,
                            leveraging remittances and diasporas for development, and innovative financing
                            mechanisms such as diaspora bonds.
                            "
Theme 18,Trade," trade and competitiveness (t&c) is supportive of an open, rules-based, predictable multilateral
trading system, and among its objectives are to help countries participate in and enjoy the benefits of such a system.
key strategies for reaching these goals are supporting trade agreements, emphasizing trade and competitiveness at
the core of national development strategies, and promoting trade-related reforms through effective aid for trade
programs.
"
Theme 19,Trade Facilitation," helps client governments implement trade facilitation reforms aimed at
                          improving trade systems, services, and practices, potentially leading to improvements
                          in terms of reduced time to import and export, as well as better transparency,
                          predictability, and reduced transaction costs for traders.
                          "
Theme 20,Trade Logistics," supports client governments in enabling efficient and sustainable supply
                          chains through modernization and reform of border management and clearance
                          processes as well as logistics infrastructure and services.
                          "
Theme 21,Trade Policy," helps governments design and implement policies to maximize their trade
                   competitiveness in both goods and services. the approach encompasses the full set of
                   policies that shape individual firms’ capacities and incentives to import and export. the
                   work aims to help governments reap the gains from openness to trade, regional
                   integration, and to manage both adjustment costs and external shocks.
trade policy 
                   "
Theme 22,Business Enabling Environment," helps developing countries improve their business environment because a favorable business
 environment is essential to create the opportunities and incentives for firms to invest productively, generate jobs,
 and grow.
 "
Theme 23,Investment and Business Climate," helps governments improve their business environment through
                        diagnostics and reform programs that contribute to private sector growth and
                        productivity.
                        "
Theme 24,Regulation and Competition Policy," supports clients in promoting and implementing pro-competition rules in
                        key sectors, deterring anticompetitive business practices, and minimizing distortive
                        government interventions in markets.
                        "
Theme 25,Innovation and Technology Policy," helps developing countries identify, design, and implement policies,
                        reforms and strategic investments to foster innovation in their economies.
                        "
Theme 26,Jobs," the purpose of the jobs code is to:
     (i) identify interventions explicitly focused on addressing jobs-related challenges and track progress over
          time
     (ii) enable operational teams to access best practice resources from the jobs-coded portfolio as well as
          technical support from the jobs ccsa.
the jobs code will track all wbg activities that have an explicitly stated and substantive link to creating more,
better, and/or inclusive jobs. explicit and substantive refers to activities selected or designed with a focus on
jobs. activities intended to analyze or diagnose labor market and jobs-related challenges in a country, program,
or specific project may also be included even if not aiming to create jobs.
specifically, a first order objective or expected development impact of the activity must be to create better, and/or
inclusive jobs. this means that either direct and indirect job creation or improvement can be covered, if it is a
part of the focus of the operation (lending and non-lending) or investment. if job creation or improved job quality
is simply a by-product / secondary result of an activity with another primary objective or expected development
impact, this condition is not met.
teams should use the jobs code when there is a reference to addressing a jobs-related challenge in one or more
of the following: the project title, development objective, expected development impact, results framework,
and/or components.
all instruments are relevant - lending (ipf and dpf) and non-lending (ta and esw).
the three level 3 codes are not mutually exclusive.
                                                     16
 "
Theme 27,Job Creation," job creation: projects with interventions that relate to the creation of
                             more direct, indirect, and/or inclusive jobs* for project target beneficiaries, whether
                             short or long term.
                             also includes job creation from the establishment of new firms/enterprises (firm
                             entry), and increases in entrepreneurs* and self-employed and their businesses.
                             *note: jobs = “activities that generate income, monetary or in kind, without violating
   job creation 
                             human rights” (wdr 2013)
                             "
Theme 28,Job Quality," job quality includes projects addressing worker productivity, working
                   conditions and benefits, earning outcomes, sustained jobs and any social benefits
                   accruing from jobs. components of jobs quality projects include interventions
                   addressing health safety laws, core labor standards, better working hours,
                   unemployment insurance, social pension, income diversification support, social
                   cohesion etc.
                   "
Theme 29,Youth Employment," youth employment: projects with interventions supporting financial
                   and jobs outcomes for youth, often through youth employment programs. includes
                   results for disadvantaged youth (e.g. orphans, street kids, substance abuse etc.).
                   normally defined for age group 15-29, but age range may also depend on national
                   definitions.
youth employment
                   "
Theme 30,Public Private Partnerships," ppp is defined as, “any contractual arrangement between a public entity or authority and a
private entity, for providing a public asset or service, in which the private party bears significant risk and
management responsibility.”
‘public services’ include any service that the relevant government considers its responsibility to provide or ensure
is provided. the focus on long-term assets reflects the long-term nature of a ppp contract. for the most part this
means ppps deal with fixed assets, but may also include related long-life assets that are somewhat purpose or
site-specific, such as train rolling stock. ‘public asset or service’ refers to basic services where there is not a
competitive market for their provision. therefore, it excludes activities such as cell licenses, real estate and
mineral resource exploitation.
key ppp criteria:
      public good or service.
      operational responsibility rests with the private sector.
      there is a legal agreement.
      long-term contractual arrangement.
      payments are often linked to performance.
in order to select a ppp option for a lending operation or an advisory mandate, one of two requirements should
be met:
      1. part or the whole project is expected to be procured through ppps.
      2. the project includes specific or targeted actions that support ppps.
"
Theme 31,Enterprise Development," improves the competitiveness of micro, small, and medium enterprises (msmes) and the
environment in which they operate. this includes but not limited to how firms can access skills that increase their
knowledge, productivity, and competitiveness through demand-side interventions and improved matching with
the supply-side.
"
Theme 32,Entrepreneurship," helps client governments seeking to foster entrepreneurial activity,
                            provides analysis and digital entrepreneurship programs designed to spur economic
                            activity in knowledge industries, reduce information asymmetries, create high-value
                            jobs, and spur high-tech innovation. helps women entrepreneurs overcome the
                            constraints they face in achieving full economic participation, and in maximizing
                            their potential contributions to the economy and to society.
 entrepreneurship 
                            "
Theme 33,Global value chains," helps developing countries put in place the trade, investment, and
                    complementary supply-side policies to connect to global value chains (gvcs) and
                    realize the economic and development benefits.
                    "
Theme 34,MSME Development," improves the competitiveness, management quality, performance and
                             market linkages, technology support of micro, small, and medium enterprises
                             (msmes).
  msme development
                             "
Theme 35,Regional Integration," supports country clients in trade and regional integration (such as eeu integration and eac
integration), economic integration, innovation and integration policy, and trade and integration.
"
Theme 36,ICT," ict level 2 theme code applies to all activities which have ict related interventions.
"
Theme 37,ICT Solutions," ict solutions refer to comprehensive ict related interventions from
                            installation of it equipment (hardware, software), development of physical
                            infrastructure, applications and service delivery, skill development, to upstream work
                            (creation of enabling environment, digital ecosystem, etc.)
                            "
Theme 38,ICT Policies," ict policies refer to technical assistance or policy triggers directly
                            related to telecom and ict policies, regulations, and legislations/law.
                            "
Theme 39,Financial Stability," finance and market global practice provides financial sector diagnostics and policy advice to
 national financial sector regulators and supervisors to help build strong, efficient and inclusive financial systems
 with the view to promote financial sector development and financial stability.
 "
Theme 40,Financial Sector Oversight and Policy/Banking Regulation & Restructuring," focusing on prudential regulation and supervision as well as systemic
                               stability. providing policy advice and implementation support to national financial
                               sector authorities.
                               "
Theme 41,Financial Sector Integrity," support the establishment and strengthening of legal and operational
                           frameworks for anti-money laundering and combating the financing of terrorism
                           (aml/cft), asset disclosures systems, and the recovery of the proceeds of crime
                           under the aegis of the stolen asset recovery initiative (star).
                            "
Theme 42,Financial Infrastructure and Access," the financial infrastructure and access theme refers to activities that promote access to financial
 services and the financial system, including transaction accounts, savings, and credit. this theme is applicable
 to access initiatives for both firms and individuals. this theme focuses on the legal, regulatory and supervisory
 frameworks and financial infrastructure for financial access and financial inclusion, including payment systems,
 credit reporting systems, secured transactions and insolvency frameworks, financial consumer protection,
 financial literacy, savings, microfinance, sme finance, alternative delivery channels, and universal financial
 access.
"
Theme 43,Credit Infrastructure," credit infrastructure is the set of laws and institutions that enables
                              efficient and effective access to finance, stability, and socially responsible economic
                              growth, with particular focus on:
                                      credit reporting.
                                      secured transactions & collateral registries; as well as creditor/debtor rights.
                                      insolvency, npl and debt resolution.
                              the wbg is also the global standard setter, designated by the financial stability
                              board, in the area of insolvency and creditor/debtor rights. it has developed the world
   credit infrastructure      bank principles for effective insolvency & creditor rights systems which, together
                         with the uncitral legislative guide, form the global standard for insolvency.
                              countries can seek assistance from the wbg in being benchmarked against these
                              standards through the report on the observance of standards and codes (rosc)
                              program.
                              non-existent or poor credit infrastructure poses considerable risks and constrains
                                                       32
  financial institutions’ ability to expand their financial products and services.
 however, the availability of credit information sharing, secured lending, and rules
 that govern distressed businesses and bankruptcy, significantly increases their
 willingness to support the underserved and unserved individuals and micro, small,
 and medium enterprises (msmes). besides boosting access to finance, credit
 infrastructure plays a crucial role in mitigating investor and creditor risk, reducing
 the instability that could be caused by high levels of non-performing loans. this, in
 turn, lowers the cost of credit. the possibility of using reputational, traditional, and
 non-traditional collateral helps individuals and msmes gain access to finance as well
 as more favorable and competitive financing options. the wbg helps its clients and
 the global community establish and/or strengthen credit reporting, secured
 transactions, and insolvency as well as creditor/debtor rights systems. we focus on
 countries where limited financial inclusion and weak insolvency systems remain a
 severe constraint to individuals and msmes.
 "
Theme 44,Payment & Markets Infrastructure," payment and settlement systems are the infrastructure elements established
to facilitate the clearing and settlement of monetary and other financial transactions.
the national payments system (nps) is the collection of all payment and settlement
systems covering large value payment systems, securities settlement systems, inter-
bank money markets and foreign exchange related systems, retail payment systems
including for ecommerce, international remittances, government payment systems for
payments made and received by government; and cross-cutting areas like legal and
regulatory framework, oversight framework and co-operation framework. safe and
                           33
                      efficient nps (i) promote economic and financial sector development, (ii) support
                     financial stability, and (iii) are a critical enabler of financial access and inclusion
payment & markets
                     "
Theme 45,MSME Finance," msme financial support targets the financial needs of this component
                    of the enterprise sector which, in general represents well over 95 percent of total
                    registered firms, creating around 60 percent of all jobs and contributing between 35
                    and 55 percent of gdp. traditionally, support has been provided in the forms of lines
                    of credit through apex lending institutions or second tier banks for on lending to
                    msmes at market based interest rates. this has clear linkages with the president’s
                    overall financial inclusion agenda and the 2020 targets that have been developed
                    around this.
                    increasingly msme financing support is focusing on the design and improvement
                    of credit guarantee facilities; developing financing support for msmes operating in
                    the agricultural sector; working on early stage financing interventions around angel
msme finance 
                    finance, seed finance, and series a & b lending; innovative possibilities for
                    financing msmes based upon new fintech solutions (crowd funding, p2p lending,
                    use of big data, digital finance, etc); working with state owned financial
                    institutions (sofis) around their sme lending agenda (both advisory and lending);
                    and the utilization of other types of government support programs such as
                    government procurement targeted at smes.
                    this works links in crucially with the work around financial sector infrastructure (a)
                    credit information systems; (b) insolvency and creditor rights; (c) secured
                    transactions registries; (d) payments systems; and (e) enhanced auditing and
                    accounting practices for smes.
                    "
Theme 46,Financial Inclusion," financial inclusion is defined as access to, and usage of, a range of
                    appropriate and affordable financial services, including savings, insurance, payments,
                    and credit. financial consumer protection and financial capability (also referred to
                    as literacy) are considered as essential to ensure safe and beneficial financial access
                    and inclusion. financial inclusion engagements include (1) assistance to national
                    authorities to improve the policy, legal, regulatory, supervisory, and institutional
                    framework to create an enabling environment for responsible financial access and
                    inclusion while preserving the stability of the system, and to meet their financial
                    inclusion-related goals; (2) development of guidance, diagnostic tools, and toolkits
                    for these purposes; (3) asa and lending operations to expand financial access and
                    improve financial inclusion, and (4) technical inputs for the g20 global partnership
                    for financial inclusion (gpfi), relevant ssbs and other international task forces.
financial inclusion
      
                    "
Theme 47,Finance for Development," to provide support to countries in implementing new instruments and capital markets solutions to
close large financing gaps focusing on financing for agriculture, infrastructure and housing finance; to manage
the rising costs of climate and disaster risk; and to develop sustainable and efficient pension and insurance
systems.
"
Theme 48,Disaster Risk Finance," agricultural market development: development of micro or meso-
                      level insurance products and markets in support of disaster risk financing for
                      agriculture. involves increasing the capacity to use domestic insurance markets to
                      support financial protection of households and firms against disasters.
                      insurance-based solutions for resilient livelihoods: application of insurance-
                      based tools and approaches in disaster risk financing for resilient livelihoods.
                      involves applying actuarial skills and techniques to the design of shock-responsive
                      safety net systems that provide financial protection to vulnerable households and
                      communities. this business line responds to growing momentum to explore the use
                      of cash transfers as a response mechanism to disasters, and facilitating a greater role
disaster risk finance
                      for national actors in humanitarian response.
        
                      sovereign disaster risk financing: increasing the capacity of sovereigns to better
                      plan, prepare for, and manage the financial aspects of disaster-related risks. links to
                      work on public financial management, public debt management, macroeconomics
                      and fiscal stability, and the structuring and execution of financial solutions.
                      sub-national disaster risk financing: increasing the capacity of sub-nationals
                      and soes to better plan, prepare for, and manage the financial aspects of disaster-
                      related risks. links to work on public financial management, public debt
                      management, macroeconomics and fiscal stability, and the structuring and execution
                      of financial solutions.
                      public financial management of natural disasters: developing policy
                      frameworks and implementation plans to support a more comprehensive approach
                      to public financial management of natural disasters.
                      "
Theme 49,Agriculture Finance," the goal is to enhance access of farmers and agricultural small and
                          medium enterprises to suitable financial services as a way to: (1) increase
                          agricultural income; (2) reduce vulnerability to agricultural shocks, and; (3)
                          facilitate the consolidation of farms into larger units.
                          agricultural finance interventions aim at expanding access to finance particularly
agriculture finance 
                          to small holder farmers and agriculture sme agribusinesses in developing countries,
                          so as to facilitate the improvement in productivity, resilience and profitability of
                          those actors and entities, increase financial inclusion in the agriculture/rural space
                          and facilitate the transition of non-viable smallholders out of agriculture.
                          interventions and activities include:
                               expansion of a variety of (preferably private) financial services not solely
                                   those related to provision of credit, but also including savings, leasing,
                                   payment systems, digital finance and insurance products tailored to the
                                   needs and requirements of farmers (emphasis on small holders) and
                                   agricultural smes.
                               strengthening the main suppliers of financial services to agriculture and
                                   agricultural smes (financial cooperatives, mfis, value chain firms, public
                                   institutions as well as banks).
                               definition of adequate public policies and regulatory frameworks.
                          agricultural insurance interventions aim to expand the use of innovative insurance
                          solutions to help farmers’ access financing and improve their resilience in the face
                          of natural disasters, which is being exacerbated by climate change. the program
                          focuses on:
                               technical assistance to ministries, regulators and specialized government
                                   agencies, project implementation work with insurance companies, financial
                                   institutions and regional economic bodies.
                               supporting the development of risk transfer schemes at the regional level to
                                   provide cost effective and timely reinsurance capacity to local markets.
                               providing dedicated national and regional skills transfer programs through
                                   long term attachments or specialized university level trainings.
                               better aligning of risk management solutions with the promotion of selected
                                   value chains focusing on cash crops specific to national/regional food
                                   security agendas/trade efforts.
                          "
